,Ce_log,Dy_log,Er_log,Eu_log,Gd_log,Ho_log,Lu_log,Nd_log,Sm_log,Th_log,Tm_log,U_log,Yb_log
0,2.2460147415056513,3.4901235908565567,4.083620598859125,0.3987761199573678,1.9065751436566365,2.5756610130564646,3.377246160839642,0.262364264467491,0.6151856390902334,3.4965075614664802,2.7324175575505043,4.189654742026425,4.946558888389122
1,3.856087373097843,4.2115348296335045,5.251225759014186,0.412109650826833,2.7638002162067017,3.6553226705850936,4.492449315923973,0.4510756193602166,0.9895411936137477,5.752572638825633,3.861571461932048,6.238324625039508,6.07993319509559
2,4.236133434493478,4.517540436027117,5.423362855522261,0.6151856390902334,3.123685637864452,3.8368683318273855,4.578415448679272,0.5423242908253617,1.2412685890696329,6.630683385642372,3.993234260852969,6.699500340161678,6.220112919056636
3,5.1438833132409725,5.718309773936738,6.255462092430458,1.3737155789130306,4.2626798770413155,4.721262904974945,5.384999522683761,1.3297240096314962,2.1258479144939915,8.159946655578548,4.790321069792205,7.662937850461535,7.007627762904584
4,2.972463646614637,3.750679855019383,4.481758841072857,0.23901690047049992,2.128231705849268,2.847812143477369,3.76445064096101,0.13102826240640408,0.5933268452777344,4.219507705176107,3.1179499062782403,4.927253685157205,5.302309387817574
5,3.385067999732272,5.047160068778628,5.619893490647374,0.8153648132841945,3.5313480661272005,4.0402403032289,4.647846460268528,1.0260415958332743,1.5644405465033644,5.176149732573829,4.106273133087375,5.541263545158426,6.303680682996516
6,3.4679210137050633,3.3854066957558313,4.888241645882189,0.2546422183735807,2.316487998163037,3.233173129569025,4.13660552093661,0.262364264467491,0.7514160886839212,5.14166355650266,3.4998353515591547,5.765191102784844,5.74795883698903
7,3.1161784266298582,4.397776944765114,5.113552828102942,0.35767444427181594,2.5967461315435356,3.441699324971485,4.4277167605909975,0.3001045924503381,0.7884573603642702,5.0106352940962555,3.6998193941522706,5.8377304471659395,6.022648242088235
8,5.559103463286757,5.669605022854615,6.328525895882835,1.169381359556317,4.387262901469128,4.874891933062879,5.14510791029753,1.4929040961781488,2.3513752571634776,8.249052274171293,4.787741711537254,7.613818684808629,6.881914257222312
9,3.0969341540629585,3.850360345036039,4.797607076523139,0.29266961396282,2.2375130962503307,3.1587011018321305,4.130354999745133,0.20701416938432615,0.5933268452777344,4.61512051684126,3.402196881995239,5.402677381872279,5.661605395757015
10,3.8262472284067424,4.7942190635314725,5.5652098247922615,0.6575200029167941,3.326473835466219,3.967457712316247,4.680277658474897,0.7793248768009976,1.355835153635182,5.733341276897746,4.110709916308365,6.129050210060545,6.300473819398517
11,4.090001812787964,5.366583307218125,6.041444479413003,1.1085626195212777,3.8778455536265595,4.445470807230416,5.0709775231024175,1.2499017362143359,1.8687205103641833,6.517671272912275,4.561740628060756,6.5722825426940075,6.720111584706154
12,3.3843902633457743,4.8523427151016625,5.63981268065158,0.9477893989335261,3.3991953789914824,4.04305126783455,4.790653406119625,0.7747271675523681,1.332366019094335,5.2832037287379885,4.176231721694285,5.564520407322694,6.388225214586
13,4.074821895733237,5.464890566373852,6.092417865322569,1.7715567619105355,4.17315574264639,4.53838915229774,5.165699841933198,1.763017000362401,2.2192034840549946,6.1903154058531475,4.60487014097909,6.171700597410915,6.792501541951476
14,4.173617743116608,5.547947043098073,6.3580328895862,0.8754687373538999,3.9001528328576587,4.708809220747577,5.480638923341991,0.8501509293696101,1.6174060820832772,7.067319848653476,4.90786401606031,7.2640301428995295,7.095669500962201
15,3.0344721018699214,3.8051057230820686,4.69391339582248,0.262364264467491,2.278292400425001,3.0469005601283903,4.127134385045092,0.4762341789963716,0.6097655716208943,4.859812404361672,3.3734835430946397,5.659482215759621,5.651857401791282
16,2.2905125117597764,3.301008654406723,4.0007662152625345,0.3220834991691133,1.7334238922150915,2.3617969526258915,3.40552135314221,0.11332868530700317,0.4252677354043441,3.4965075614664802,2.6748380668960965,4.219507705176107,4.935408747853786
17,3.159550358783386,3.7584055167625467,4.511298970378021,0.2151113796169455,1.9300710850255671,2.8853592160726205,3.844386356712335,0.11332868530700317,0.5128236264286639,4.31748811353631,3.1637858585502405,5.1298987149230735,5.408337011586586
18,3.109060958860994,4.2189192968037315,4.834852314141884,0.48858001481867097,2.6844403354630764,3.281287084989598,4.0257087698319625,0.44468582126144574,0.8501509293696101,4.653960350157523,3.4493524235492026,5.214935757608986,5.643076599538806
19,2.972975286431375,4.07533162304017,4.538175317163813,0.3435897043900769,2.427454075039915,3.038791763014438,3.893655348069961,0.3293037471426004,0.6729444732424258,5.030437921392435,3.1830413718589847,5.3230099791384085,5.386648705338001
20,3.426865128410733,4.899852698084617,5.448675148136593,0.8285518175661483,3.318902138935325,3.8819760840758493,4.572026967394837,0.9783261227936076,1.57069708411767,5.25227342804663,3.9761239308346696,5.5093883366279774,6.191359942102381
21,3.1917101567954314,4.291828366755733,5.211778605130798,0.4382549309311553,2.7053799725463312,3.5248888540047054,4.611450423945242,0.2776317365982795,0.8458682675776092,5.093750200806762,3.856087373097843,5.7430031878094825,6.108780807174922
22,3.700066643504501,4.546587228555794,5.317972924206478,0.7275486072772778,3.071303460401065,3.7549012496559335,4.470037511996595,0.5481214085096876,1.1151415906193203,5.327876168789581,3.8815637979434374,5.765191102784844,6.123676319416487
23,3.570658822726505,4.1705337005796475,4.861361591348501,0.35767444427181594,2.513656063073986,3.2809112157876537,4.111693200556713,0.2546422183735807,0.7227059828014898,5.393627546352362,3.4294608469350147,5.902633333401366,5.703682469655868
24,3.7054907199191334,4.90186155259746,5.459968419549931,0.8020015854720274,3.3555024224000256,3.930255773689206,4.592084946439436,0.8109302162163288,1.5195132049061133,5.60947179518496,3.984529696214894,5.905361848054571,6.228155910967461
25,4.050740924739968,4.921439715291784,5.61985723971844,0.8458682675776092,3.4464893708538624,4.019800597601577,4.706914169871375,0.9669838461896731,1.5454325824581878,5.8916442118257715,4.164958341550092,6.052089168924417,6.384755854284438
26,3.750444809772091,5.090554917272129,5.948870149475561,1.0577902941478545,3.872866290226952,4.403054001865957,5.079041326760316,1.2919836816486494,1.9315214116032138,5.87493073085203,4.49065679919933,6.142037405587356,6.688429430956123
27,3.507956918233689,5.190175207928333,5.804954229692573,0.8020015854720274,3.4388142452334622,4.132924044189576,5.1070357883825706,0.708035793053696,1.3190856114264407,5.752572638825633,4.417635062141249,6.192362489474872,6.647428936540211
28,3.8318969609488613,4.250350662548819,5.0832039869290915,0.4382549309311553,2.6616571615324998,3.472587377748828,4.291554731509806,0.412109650826833,0.8960880245566356,5.783825182329737,3.679586407202344,6.222576268071369,5.912691865942586
29,4.116921116401006,4.560277417097355,5.628088630287,0.5247285289349821,3.08922261664133,3.9895394478559743,4.878322206655547,0.4574248470388754,1.095273387402595,5.765191102784844,4.2284382967028,6.304448802421981,6.495220237689608
30,4.473009282385752,5.069658634545717,5.711717574975525,0.7747271675523681,3.453789831781326,4.078723181319144,4.852186501713857,0.6151856390902334,1.3937663759585914,7.312553498102598,4.256746818247124,7.094234845924755,6.495250450082734
31,2.7414849771884473,4.588125751378833,5.222030098375917,0.2851789422336624,2.5249283241374862,3.5635996376871786,4.464067345010091,0.17395330712343804,0.6931471805599453,4.51085950651685,3.8509983035903717,5.327876168789581,6.055330967436396
32,3.2752561583043085,4.239166146760841,4.972171627644127,0.3987761199573678,2.6369121732688705,3.3221541743217022,4.163715140146772,0.29266961396282,0.7466879474879752,5.10594547390058,3.581850881355413,5.5254529391317835,5.761831232762776
33,3.830596006732417,4.8738223325330665,5.501584687857454,0.7747271675523681,3.4210000089583352,3.947583180826697,4.659279511635123,1.0367368849500223,1.6409365794934714,5.817111159963204,4.008060193625088,6.066108090103747,6.272744922351736
34,4.133885736842633,4.318421011584911,5.310888023721889,0.5538851132264376,2.9161477942111484,3.7832801295354206,4.5365700944958345,0.7701082216960736,1.1184149159642893,5.552959584921617,3.9326096390365346,6.12029741895095,6.11166687613494
35,2.9770590082883697,3.6635616461296463,4.574504771677206,0.3435897043900769,2.1598687907924505,2.9770590082883697,4.027135812528651,0.4574248470388754,0.6575200029167941,4.574710978503383,3.2801590532850993,5.537334267018537,5.557792847109637
